pseudocode,total_tch,male,female,transgender,gen_tch,sc_tch,st_tch,obc_tch,regular,contract,part_time,below_graduate,graduate,post_graduate_and_above,trained_comp,class_taught_pr,class_taught_upr,class_taught_pr_upr,class_taught_sec_only,class_taught_hsec_only,class_taught_upr_sec,class_taught_sec_hsec,class_taugt_pre_primary_only,class_taught_pr_and_pre_pri,teacher_involve_non_training_assignment,diploma_certificate,bachelor_of_ee,bed_equivalent,med_equivalent,other,none,diploma_special_edu,pursuing_rpc,diploma_ele_edu,early_childhood_tch,bed_nursery,trained_cwsn,Cluster,Deficit_Tier
7714135,13,10,3,0,0,4,1,8,5,8,0,0,6,7,0,0,0,5,0,2,1,5,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,2,Well Equipped
7716047,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
7721519,6,1,5,0,1,3,0,2,6,0,0,2,2,2,0,3,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
7726864,4,4,0,0,0,2,0,2,4,0,0,2,1,1,0,2,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,Server Deficit
7728694,2,2,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
7729375,9,7,2,0,0,1,4,4,9,0,0,1,4,4,0,4,5,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,2,0,0,0,1,Moderate Deficit
7730000,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
7730914,15,2,13,0,11,2,0,2,10,5,0,4,7,4,1,1,1,4,0,0,0,0,2,7,1,0,0,4,0,0,11,0,0,0,0,0,0,2,Well Equipped
7731549,2,2,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Server Deficit
7737653,4,4,0,0,0,3,0,1,4,0,0,0,3,1,0,1,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,Server Deficit
7739850,6,6,0,0,0,2,0,4,6,0,0,1,0,5,3,2,4,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
7743801,9,7,2,0,1,3,1,4,9,0,0,1,5,3,1,3,5,1,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,1,0,0,0,1,Moderate Deficit
7757271,2,2,0,0,2,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
7757424,3,1,2,0,3,0,0,0,3,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,Server Deficit
7765022,9,8,1,0,2,2,4,1,9,0,0,2,3,4,0,2,0,2,0,0,3,2,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
7768064,8,5,3,0,0,0,0,8,8,0,0,0,6,2,0,1,0,2,4,0,1,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1,Moderate Deficit
7771100,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
7776672,8,8,0,0,1,1,1,5,8,0,0,1,4,3,0,4,4,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,0,0,0,1,Moderate Deficit
7790973,2,2,0,0,0,1,0,1,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
7791971,12,6,6,0,4,3,1,4,12,0,0,0,5,7,0,5,5,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,1,1,Moderate Deficit
7795089,2,1,1,0,0,0,0,2,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
7798463,2,2,0,0,0,0,2,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
7798602,6,4,2,0,1,0,2,3,6,0,0,0,4,2,0,2,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
7800687,14,14,0,0,1,0,9,4,14,0,0,0,5,9,9,0,5,0,1,1,5,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,Well Equipped
7801139,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
7801471,3,3,0,0,0,0,0,3,3,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
7805748,2,2,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Server Deficit
7809408,11,6,5,0,2,3,0,6,10,1,0,2,2,7,3,6,4,1,0,0,0,0,0,0,8,1,0,8,0,1,0,1,0,0,0,0,1,1,Moderate Deficit
7809477,4,4,0,0,0,1,1,2,4,0,0,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,Server Deficit
7815051,7,4,3,0,5,1,0,1,4,3,0,1,3,3,4,5,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,1,Moderate Deficit
7815086,9,9,0,0,1,2,1,5,9,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
7828122,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
7828829,4,4,0,0,1,0,1,2,4,0,0,0,1,3,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Server Deficit
7838071,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Server Deficit
7838520,2,1,1,0,0,0,0,2,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Server Deficit
7838867,2,1,1,0,0,0,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Server Deficit
7849779,11,11,0,0,1,1,1,8,11,0,0,1,4,6,9,2,3,0,2,1,2,1,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,1,Moderate Deficit
7853287,2,2,0,0,0,0,0,2,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
7856708,2,2,0,0,0,0,1,1,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
7866605,7,5,2,0,1,2,1,3,7,0,0,2,2,3,7,5,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
7866677,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
7869508,5,1,4,0,0,0,0,5,5,0,0,1,2,2,2,2,3,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
7869815,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
7871275,2,1,1,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
7871603,5,2,3,0,1,3,0,1,5,0,0,1,3,1,0,2,3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
7872474,2,2,0,0,0,0,0,2,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Server Deficit
7874757,3,2,1,0,1,0,0,2,3,0,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
7889120,2,2,0,0,0,0,2,0,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Server Deficit
7892102,11,2,9,0,7,1,0,3,3,7,1,0,7,4,7,3,7,0,0,0,0,0,0,1,0,7,0,2,0,0,1,0,0,1,0,0,0,1,Moderate Deficit
7894135,18,7,11,0,11,2,0,5,0,18,0,2,8,8,14,5,2,3,0,0,1,7,0,0,11,4,1,9,0,0,4,0,0,0,0,0,10,2,Well Equipped
7895135,14,12,2,0,3,2,0,9,9,4,1,0,7,7,0,0,0,1,3,4,1,5,0,0,3,0,0,10,1,1,2,0,0,0,0,0,0,2,Well Equipped
7900069,2,1,1,0,1,0,0,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
7902838,5,0,5,0,1,2,1,1,5,0,0,2,2,1,0,5,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
7913348,7,5,2,0,0,0,1,6,0,7,0,1,4,2,0,3,4,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,0,0,0,0,0,1,Moderate Deficit
7917188,6,5,1,0,0,1,0,5,6,0,0,0,6,0,1,0,0,2,1,0,2,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,Moderate Deficit
7918444,15,11,4,0,7,0,3,5,15,0,0,4,3,8,0,7,2,0,1,0,5,0,0,0,0,0,0,9,0,0,0,0,0,2,4,0,0,2,Well Equipped
7932408,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
7934033,8,5,3,0,0,7,0,1,7,1,0,0,3,5,3,1,4,3,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,2,1,Moderate Deficit
7936273,3,1,2,0,0,0,1,2,2,1,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,Server Deficit
7945532,15,14,1,0,6,1,5,3,15,0,0,0,4,11,14,2,1,4,2,1,1,4,0,0,1,1,0,13,0,1,0,0,0,0,0,0,1,2,Well Equipped
7946689,2,2,0,0,0,0,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
7951527,7,3,4,0,4,1,0,2,7,0,0,2,2,3,0,4,3,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,1,Moderate Deficit
7959532,8,8,0,0,1,3,1,3,8,0,0,2,4,2,0,4,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
7966041,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
7976056,13,10,3,0,1,1,4,7,13,0,0,3,5,5,9,5,1,0,1,1,3,2,0,0,0,0,0,8,0,1,0,1,0,3,0,0,2,2,Well Equipped
7976671,2,1,1,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
7978444,3,2,1,0,0,1,0,2,3,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
7987293,12,9,3,0,3,1,4,4,12,0,0,0,4,8,8,1,0,2,0,0,5,4,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,2,Well Equipped
7990296,8,7,1,0,4,0,0,4,8,0,0,0,3,5,6,1,5,2,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0,1,1,Moderate Deficit
7993339,22,10,12,0,7,3,2,10,21,1,0,0,10,12,2,6,8,2,5,0,1,0,0,0,1,0,2,14,1,1,2,0,0,2,0,0,0,2,Well Equipped
7997876,2,2,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
8000024,11,7,4,0,4,3,0,4,11,0,0,0,7,4,0,4,1,0,4,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
8001311,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
8004359,13,2,11,0,10,1,0,2,12,1,0,0,4,9,12,5,0,0,0,0,0,0,1,7,9,0,0,10,0,0,1,0,2,0,0,0,0,2,Well Equipped
8006422,4,4,0,0,0,1,2,1,4,0,0,1,1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,Server Deficit
8006832,11,10,1,0,0,1,6,4,11,0,0,1,5,5,10,3,2,0,4,1,0,1,0,0,0,2,0,8,0,1,0,0,0,0,0,0,0,2,Well Equipped
8007080,7,5,2,0,3,0,3,1,7,0,0,1,1,5,2,3,4,0,0,0,0,0,0,0,1,0,0,4,0,1,1,0,0,1,0,0,0,1,Moderate Deficit
8024713,2,1,1,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,Server Deficit
8032093,15,12,3,0,9,1,1,4,14,0,1,0,6,9,0,2,4,4,2,2,0,1,0,0,0,0,0,5,0,3,7,0,0,0,0,0,1,2,Well Equipped
8035402,6,3,3,0,0,0,1,5,6,0,0,0,1,5,1,2,1,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
8039352,2,1,1,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
8043016,16,12,4,0,5,2,1,8,16,0,0,3,3,10,7,5,0,3,0,1,5,0,2,0,0,3,0,11,0,1,0,0,0,1,0,0,0,2,Well Equipped
8046329,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
8050645,9,8,1,0,1,0,0,8,9,0,0,0,9,0,4,3,4,2,0,0,0,0,0,0,0,1,0,2,0,5,1,0,0,0,0,0,1,1,Moderate Deficit
8066261,2,2,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
8078957,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
8081343,11,4,7,0,9,0,0,2,5,6,0,5,4,2,6,5,3,2,0,0,0,0,1,0,0,1,1,5,0,0,0,0,0,4,0,0,1,1,Moderate Deficit
8082697,6,5,1,0,1,0,2,3,6,0,0,0,2,4,2,2,2,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,1,Moderate Deficit
8086945,5,4,1,0,1,0,1,3,5,0,0,0,3,2,1,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,Server Deficit
8087430,8,3,5,0,1,1,2,4,8,0,0,0,3,5,0,3,3,2,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,1,Moderate Deficit
8088216,9,5,4,0,4,0,2,3,9,0,0,0,3,6,0,5,4,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
8092817,8,2,6,0,2,0,3,3,8,0,0,1,0,7,4,5,2,1,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
8095145,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
8096051,5,1,4,0,1,1,0,3,5,0,0,1,3,1,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,Server Deficit
8104861,7,6,1,0,0,2,3,2,7,0,0,2,4,1,3,3,4,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
8106350,2,2,0,0,1,0,0,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
8108495,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
8111716,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
8117430,9,8,1,0,2,0,0,7,9,0,0,1,1,7,8,1,2,0,3,0,2,1,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,1,Moderate Deficit
8118500,15,13,2,0,2,4,5,4,15,0,0,5,2,8,1,5,2,0,1,2,3,2,0,0,1,3,0,8,0,2,0,0,0,2,0,0,0,2,Well Equipped
8120216,5,4,1,0,1,0,1,3,5,0,0,1,3,1,3,2,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,1,Moderate Deficit
8126123,7,4,3,0,0,1,1,5,7,0,0,3,1,3,0,3,2,2,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,2,0,0,1,1,Moderate Deficit
8128740,2,0,2,0,1,0,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
8133654,3,3,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
8134450,2,2,0,0,0,0,2,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Server Deficit
8143322,13,11,2,0,5,1,4,3,12,1,0,0,11,2,2,5,1,1,2,2,1,1,0,0,3,2,3,6,0,2,0,0,0,0,0,0,0,2,Well Equipped
8145464,8,4,4,0,0,3,1,4,8,0,0,3,2,3,1,4,4,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,0,0,0,1,Moderate Deficit
8158231,11,6,5,0,3,1,4,3,11,0,0,1,3,7,8,2,1,1,0,0,5,2,0,0,1,1,0,8,1,0,0,0,0,1,0,0,0,2,Well Equipped
8162655,9,8,1,0,2,1,0,6,9,0,0,5,1,3,0,5,1,1,0,0,0,0,1,1,0,1,0,2,0,2,0,0,0,4,0,0,0,1,Moderate Deficit
8173801,7,6,1,0,2,0,1,4,7,0,0,1,4,2,2,3,4,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
8181738,2,1,1,0,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
8181741,16,10,6,0,1,2,0,13,16,0,0,2,7,7,0,2,1,0,3,1,4,5,0,0,2,0,0,12,0,3,0,0,0,1,0,0,0,2,Well Equipped
8186273,5,4,1,0,1,0,0,4,0,5,0,0,1,4,0,1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,Moderate Deficit
8188563,4,4,0,0,1,0,1,2,4,0,0,0,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Server Deficit
8194354,10,9,1,0,0,3,3,4,10,0,0,0,2,8,6,1,0,1,0,0,7,1,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,2,Well Equipped
8198777,8,5,3,0,1,1,1,5,8,0,0,1,3,4,2,3,3,2,0,0,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,1,Moderate Deficit
8225981,6,3,3,0,1,1,1,3,6,0,0,1,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,Moderate Deficit
8226471,7,4,3,0,0,2,0,5,4,3,0,2,5,0,0,1,5,1,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,1,Moderate Deficit
8226477,2,1,1,0,0,1,0,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
8229552,8,4,4,0,1,2,0,5,8,0,0,0,4,4,3,3,3,2,0,0,0,0,0,0,0,1,0,5,0,1,0,1,0,0,0,0,1,1,Moderate Deficit
8244506,2,0,2,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
8246327,10,8,2,0,1,1,3,5,10,0,0,0,8,2,2,4,4,2,0,0,0,0,0,0,0,1,3,5,0,1,0,0,0,0,0,0,0,1,Moderate Deficit
8255501,8,0,8,0,5,0,0,3,5,3,0,0,2,6,0,5,0,2,0,0,1,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,1,Moderate Deficit
8261105,5,3,2,0,2,0,2,1,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Server Deficit
8262694,2,1,1,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
8264153,6,5,1,0,0,1,1,4,6,0,0,0,1,5,0,2,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
8264191,6,3,3,0,0,0,0,6,0,6,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,Server Deficit
8274630,5,3,2,0,3,0,1,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Server Deficit
8282013,18,16,2,0,1,2,3,12,17,1,0,4,5,9,14,5,2,1,4,1,2,1,2,0,0,0,0,11,0,2,0,0,0,3,0,2,0,2,Well Equipped
8285077,15,11,4,0,8,2,1,4,15,0,0,1,7,7,3,3,2,1,0,1,5,3,0,0,0,1,0,12,0,1,0,0,0,1,0,0,0,2,Well Equipped
8286831,23,6,17,0,7,4,0,12,21,0,2,2,10,11,19,6,3,2,3,0,5,0,4,0,0,0,0,10,0,6,4,0,0,3,0,0,0,2,Well Equipped
8286962,2,1,1,0,0,0,1,1,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Server Deficit
8287371,6,0,6,0,4,0,0,2,6,0,0,0,3,3,1,2,3,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,1,1,Moderate Deficit
8290965,4,2,2,0,0,3,0,1,2,2,0,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Server Deficit
8296916,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
8296982,2,1,1,0,0,1,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Server Deficit
8300581,2,2,0,0,1,0,1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
8302442,2,0,2,0,1,0,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
8310458,10,8,2,0,3,0,1,6,10,0,0,10,0,0,0,1,0,0,7,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
8314027,10,4,6,0,4,0,2,4,10,0,0,6,4,0,5,3,1,4,0,0,0,0,0,2,0,0,0,1,0,6,1,2,0,0,0,0,0,1,Moderate Deficit
8316821,2,1,1,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
8319534,15,13,2,0,4,2,1,8,15,0,0,9,2,4,0,9,3,2,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
8341998,10,8,2,0,1,0,4,5,10,0,0,2,3,5,0,2,3,5,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,2,0,0,0,1,Moderate Deficit
8346402,11,9,2,0,1,2,5,3,9,2,0,1,3,7,2,2,2,3,3,1,0,0,0,0,0,0,0,9,0,0,0,1,0,1,0,0,0,1,Moderate Deficit
8363123,2,2,0,0,0,0,1,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
8367560,13,7,6,0,3,2,4,4,13,0,0,1,2,10,5,3,0,2,0,0,6,2,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,2,Well Equipped
8369251,2,2,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
8376076,7,6,1,0,1,4,0,2,7,0,0,1,6,0,0,0,7,0,0,0,0,0,0,0,0,1,1,3,0,0,2,0,0,0,0,0,0,1,Moderate Deficit
8378438,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
8383717,2,2,0,0,1,0,0,1,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
8386047,8,6,2,0,1,2,2,3,8,0,0,0,8,0,0,1,7,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,1,Moderate Deficit
8393273,2,1,1,0,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,Server Deficit
8397298,13,11,2,0,1,2,0,10,12,1,0,1,7,5,0,3,2,1,3,0,2,2,0,0,5,1,0,9,0,3,0,0,0,0,0,0,0,2,Well Equipped
8398500,11,5,6,0,4,0,3,4,11,0,0,2,5,4,1,5,4,2,0,0,0,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,1,1,Moderate Deficit
8401994,4,3,1,0,2,0,0,2,0,4,0,0,2,2,1,1,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,Server Deficit
8404595,6,4,2,0,0,0,0,6,4,2,0,1,5,0,0,3,2,0,0,0,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,Moderate Deficit
